No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
16169,"0,00","0,000","0,008","0,04","0,002","2,00","10,84","0,002","0,193","8,497","32,839","0,01","279,659","1,83",1
16170,"0,00","0,000","0,002","0,04","0,002","1,72","3,13","0,009","0,139","6,598","9,689","0,3749508772","266,588","3,59",1
16171,"0,00","0,000","0,002","0,01","0,002","1,73","11,89","0,007","0,161","7,494","39,622","1,23","94,747","3,29",1
16172,"0,00","0,000","0,007","0,04","0,002","0,11","38,74","0,006","0,017","8,282","39,095","1,709264992","51,358","0,52",1
16173,"0,00","0,000","0,009","0,04","0,001","0,30","15,66","0,009","0,009","6,559","22,337","0,4239703826","149,847","4,28",1
16174,"0,00","0,000","0,020","0,02","0,070","1,84","17,08","0,070","0,050","9,954","347,894","1,5","410,101","4,49",2
16175,"0,41","0,410","0,040","0,31","0,006","1,91","5,36","0,020","1,350","4,910","388,998","0,46","441,053","4,18",2
16176,"0,00","0,000","0,005","0,04","0,002","2,09","39,54","0,009","0,123","7,918","32,527","0,8154667033","164,767","2,80",1
16177,"0,00","0,000","0,002","0,02","0,003","1,94","18,29","0,003","0,114","8,387","39,921","0,7496732718","224,405","1,68",1
16178,"0,00","0,000","0,003","0,05","0,001","2,17","0,94","0,002","0,130","7,500","4,158","0,77","92,311","0,01",1
16179,"0,00","0,000","0,004","0,02","0,002","0,74","25,15","0,002","0,109","8,164","13,691","0,7675719482","284,512","3,25",1
16180,"0,00","0,000","0,450","0,89","0,120","1,38","12,77","0,060","4,170","6,353","309,615","0,19","512,454","3,18",2
16181,"0,00","0,000","0,007","0,04","0,001","1,47","48,13","0,006","0,148","8,161","19,060","1,168798883","171,119","2,00",1
16182,"0,00","0,000","0,002","0,01","0,001","0,34","9,97","0,007","0,093","8,071","15,354","1,101299363","98,921","1,36",1
16183,"0,61","0,610","0,020","0,49","0,008","1,65","7,45","0,030","2,100","6,413","375,719","0,2","331,330","2,37",2
16184,"0,44","0,440","0,040","0,61","0,001","1,66","7,08","0,050","0,040","6,798","358,230","0,16","424,446","4,17",2
16185,"0,05","0,050","0,010","0,23","0,001","1,13","5,54","0,030","3,820","1,845","369,023","1,69","457,552","4,29",2
16186,"0,00","0,000","0,003","0,03","0,002","0,84","13,34","0,008","0,163","8,359","1,116","0,05","256,391","2,38",1
16187,"0,44","0,440","0,070","0,04","0,080","1,80","3,98","0,020","0,070","7,885","406,048","1,33","443,895","4,26",2
16188,"0,00","0,000","0,006","0,03","0,003","2,31","9,86","0,008","0,014","8,397","30,929","0,4045585429","168,883","3,76",1
16189,"0,59","0,590","0,100","0,05","0,050","1,80","6,34","0,000","0,070","6,712","396,529","1,13","544,354","4,53",2
16190,"0,00","0,000","0,005","0,02","0,001","2,94","49,49","0,004","0,100","6,988","31,279","0,4280618516","104,396","4,92",1
16191,"0,00","0,000","0,002","0,02","0,001","0,21","36,37","0,001","0,019","6,622","39,123","0,8663495604","201,186","3,28",1
16192,"0,00","0,000","0,002","0,04","0,003","1,42","24,09","0,003","0,052","6,828","15,152","0,8318808149","83,264","0,17",1
16193,"0,67","0,670","0,020","0,69","0,007","1,65","11,22","0,070","0,010","4,474","276,118","0,16","467,172","2,80",2
16194,"0,31","0,310","0,010","0,00","0,090","2,09","18,41","0,080","0,070","5,376","365,961","0,49","489,545","4,38",2
16195,"0,74","0,740","0,050","0,04","0,060","0,46","17,77","0,060","0,060","7,649","321,865","1,47","351,520","3,49",2
16196,"0,00","0,000","0,001","0,04","0,002","2,71","20,96","0,004","0,109","8,434","6,885","1,882591235","244,443","4,65",1
16197,"0,00","0,000","0,009","0,03","0,001","0,11","27,13","0,009","0,053","8,164","5,031","1,848899068","97,351","1,44",1
16198,"0,08","0,080","0,050","0,04","0,060","1,43","6,48","0,050","0,050","7,746","359,267","1,59","401,383","4,15",2
16199,"0,58","0,580","0,080","0,05","0,090","1,15","3,13","0,010","0,090","8,019","338,064","0,13","326,778","4,83",2
16200,"0,00","0,000","0,009","0,01","0,001","2,04","12,68","0,003","0,120","7,099","11,486","0,8050659757","193,745","3,99",1
16201,"0,00","0,000","0,008","0,04","0,003","2,29","39,30","0,003","0,141","7,655","24,353","0,9432112862","92,963","2,43",1
16202,"0,00","0,000","0,004","0,05","0,003","0,09","11,81","0,002","0,113","6,841","36,852","1,72","168,419","2,81",1
16203,"0,50","0,500","0,001","0,36","0,007","1,80","8,25","0,090","0,070","7,776","304,173","0,88","432,210","5,08",2
16204,"0,49","0,490","0,040","0,30","0,110","1,74","9,80","0,090","0,100","7,078","368,387","1,39","538,792","3,98",2
16205,"0,00","0,000","0,007","0,02","0,003","0,15","10,42","0,005","0,156","8,081","27,638","0,05","176,756","4,78",1
16206,"0,00","0,000","0,008","0,04","0,002","2,44","21,75","0,010","0,002","8,213","8,801","0,6050753247","165,830","2,39",1
16207,"0,00","0,000","0,004","0,02","0,000","0,06","31,58","0,005","0,095","7,874","2,594","0,5871480113","123,616","4,24",1
16208,"0,07","0,070","0,040","0,85","0,005","1,17","10,30","0,020","0,040","7,160","180,207","1,4","472,246","3,50",2
16209,"0,00","0,000","0,004","0,03","0,000","2,24","32,49","0,003","0,076","6,688","6,531","0,5681876818","55,198","3,16",1
16210,"0,18","0,180","0,020","0,01","0,070","1,93","0,89","0,010","0,050","7,895","368,821","1,45","314,530","3,58",2
16211,"0,64","0,640","0,060","0,08","0,100","2,41","16,65","0,040","0,070","8,146","366,017",0,"554,139","4,61",2
16212,"0,00","0,000","0,007","0,01","0,003","0,33","7,49","0,004","0,127","8,044","33,446","0,09","254,475","0,29",1
16213,"0,11","0,110","0,030","0,85","0,004","1,36","15,08","0,000","0,140","6,021","418,559","1,01","457,014","3,94",2
16214,"0,00","0,000","0,003","0,03","0,003","1,42","14,51","0,006","0,062","6,815","17,788","1,91671212","65,347","2,35",1
16215,"0,00","0,000","0,008","0,03","0,001","1,50","9,00","0,009","0,096","7,697","8,973","0,08","207,602","3,09",1
16216,"0,71","0,710","0,040","0,08","0,006","1,04","17,79","0,050","0,010","6,175","329,040","0,35","410,649","3,96",2
16217,"0,32","0,320","0,040","0,86","0,007","1,54","12,77","0,010","0,030","6,915","299,346","1,94","418,454","4,01",2
16218,"0,00","0,000","0,080","0,03","0,040","1,11","6,60","0,030","0,050","8,849","274,959","0,77","388,467","4,30",2
16219,"0,99","0,990","0,060","0,02","0,060","1,95","14,94","0,080","0,100","7,484","317,280","1,44","365,739","4,33",2
16220,"0,00","0,000","0,007","0,05","0,001","0,98","48,06","0,003","0,195","7,416","8,953","1,627585873","278,720","2,57",1
16221,"0,25","0,250","0,730","0,73","0,130","1,16","2,18","0,040","0,030","6,382","373,598","1,05","372,002","4,71",2
16222,"0,42","0,420","0,010","0,64","0,009","1,26","4,46","0,060","0,040","6,418","290,642","0,4","427,240","5,06",2
16223,"0,00","0,000","0,002","0,02","0,003","2,60","38,02","0,008","0,077","7,665","14,235","1,746947156","146,094","3,00",1
16224,"0,00","0,000","0,040","0,02","0,030","0,00","4,94","0,030","0,050","4,966","349,255","0,07","493,304","4,70",2
16225,"0,00","0,000","0,007","0,02","0,002","1,50","5,82","0,010","0,196","7,385","35,087","1,13","287,881","4,04",1
16226,"0,00","0,000","0,009","0,02","0,002","1,14","22,19","0,006","0,152","7,889","38,909","0,7611618752","142,648","4,70",1
16227,"0,98","0,980","0,080","0,02","0,040","2,02","9,60","0,060","0,040","6,903","352,084","0,06","414,618","4,24",2
16228,"0,00","0,000","0,008","0,01","0,000","0,85","26,83","0,008","0,064","6,593","18,588","0,9501640606","228,128","1,87",1
16229,"0,18","0,180","0,030","0,05","0,001","1,62","8,12","0,030","1,430","7,683","301,746","1,04","403,244","3,19",2
16230,"0,02","0,020","0,040","0,65","0,005","1,29","16,05","0,030","1,150","7,921","337,940","1,6","456,260","4,19",2
16231,"0,00","0,000","0,001","0,05","0,003","0,97","0,44","0,002","0,183","7,842","32,115","0,06","196,509","4,93",1
16232,"0,00","0,000","0,010","0,02","0,002","0,39","1,20","0,006","0,114","8,345","21,693","0,01","146,664","0,26",1
16233,"0,00","0,000","0,007","0,04","0,001","0,25","8,10","0,006","0,135","7,929","9,767","0,8485623634","257,386","4,01",1
16234,"0,00","0,000","0,060","0,05","0,020","0,09","3,74","0,040","0,010","6,965","361,440","0,01","359,576","3,92",2
16235,"0,00","0,000","0,006","0,03","0,000","2,52","9,34","0,002","0,134","6,623","6,754","0,107078188","67,819","3,82",1
16236,"0,37","0,370","0,020","0,21","0,004","1,27","14,49","0,030","2,920","7,639","180,207","1,97","459,084","3,66",2
16237,"0,73","0,730","0,040","0,10","0,090","1,83","5,28","0,070","0,000","4,594","286,765","1,32","489,852","4,98",2
16238,"0,03","0,030","0,020","0,06","0,030","1,09","1,08","0,070","0,040","8,828","360,997","0,04","333,639","4,91",2
16239,"0,00","0,000","0,010","0,02","0,002","1,14","6,98","0,005","0,144","8,043","20,184","1,24","79,689","4,37",1
16240,"0,00","0,000","0,009","0,02","0,001","1,43","3,64","0,003","0,052","7,711","8,006","0,3697520088","80,035","3,48",1
16241,"0,00","0,000","0,005","0,02","0,002","1,22","2,77","0,008","0,075","8,110","19,348","0,4211473638","294,023","4,12",1
16242,"0,00","0,000","0,004","0,03","0,001","2,56","19,96","0,001","0,134","7,474","23,157","1,191220028","203,500","2,64",1
16243,"0,00","0,000","0,950","0,56","0,000","1,12","19,10","0,100","1,870","6,090","333,802","1,78","430,270","6,36",2
16244,"0,00","0,000","0,008","0,02","0,001","0,57","4,88","0,006","0,103","7,153","7,842","1,37","280,102","4,55",1
16245,"0,00","0,000","0,009","0,03","0,002","0,88","20,99","0,010","0,023","6,667","1,822","0,3281975547","200,889","4,31",1
16246,"0,00","0,000","0,020","0,06","0,020","1,91","13,75","0,060","0,050","7,310","352,316","0,05","422,235","3,43",2
16247,"0,39","0,390","0,070","0,01","0,070","1,60","8,39","0,070","0,140","3,657","285,745","0,71","470,836","3,60",2
16248,"0,00","0,000","0,009","0,02","0,002","2,42","11,06","0,003","0,020","7,295","14,316","1,111066089","119,881","4,61",1
16249,"0,00","0,000","0,004","0,02","0,000","0,60","9,67","0,008","0,076","7,545","8,422","0,05","260,742","3,38",1
16250,"0,00","0,000","0,790","0,77","0,080","1,53","9,99","0,050","4,600","6,261","325,467","0,36","397,536","3,22",2
16251,"0,00","0,000","1,000","0,50","0,110","1,47","8,24","0,040","2,510","6,585","330,636","1,04","471,484","5,11",2
16252,"0,00","0,000","0,100","0,07","0,090","0,55","6,03","0,040","0,050","3,847","308,595","0,09","397,021","4,13",2
16253,"0,00","0,000","0,002","0,05","0,003","1,20","1,07","0,009","0,074","8,052","12,709","1,41","273,694","4,78",1
16254,"0,00","0,000","0,007","0,01","0,002","1,12","11,57","0,006","0,084","8,218","2,493","1,56","156,733","3,01",1
16255,"0,00","0,000","0,007","0,04","0,002","1,31","1,52","0,005","0,153","8,318","1,459","0,79","270,829","4,65",1
16256,"0,00","0,000","0,008","0,03","0,001","0,81","27,67","0,001","0,140","8,480","23,192","0,2632520628","247,459","3,70",1
16257,"0,76","0,760","0,040","0,01","0,003","1,37","4,07","0,070","0,100","8,581","363,385","1,46","511,438","4,25",2
16258,"0,00","0,000","0,010","0,03","0,002","1,26","32,26","0,005","0,117","6,718","8,795","0,7604150949","133,842","2,03",1
16259,"0,00","0,000","0,004","0,01","0,002","2,74","12,56","0,007","0,168","8,142","12,975","0,5966435364","187,495","4,24",1
16260,"0,00","0,000","0,008","0,04","0,002","1,70","19,22","0,006","0,184","8,300","30,305","0,08","224,951","0,92",1
16261,"0,00","0,000","0,009","0,04","0,002","1,55","3,76","0,005","0,019","7,949","33,361","0,4","74,719","1,07",1
16262,"0,00","0,000","0,003","0,02","0,001","1,44","22,08","0,009","0,190","6,878","8,449","0,1122259948","247,247","2,42",1
16263,"0,57","0,570","0,020","0,03","0,030","1,91","7,89","0,100","0,010","7,766","413,102","1,52","552,908","3,95",2
16264,"0,19","0,190","0,020","0,06","0,005","1,36","18,51","0,100","0,090","6,491","323,154","0,28","440,355","4,82",2
16265,"0,00","0,000","0,005","0,03","0,002","2,94","15,16","0,010","0,093","7,371","38,028","1,689208916","106,266","4,91",1
16266,"0,00","0,000","0,003","0,01","0,001","2,39","32,44","0,007","0,010","6,883","3,549","1,321587545","254,986","3,19",1
16267,"0,00","0,000","0,001","0,04","0,003","2,58","19,52","0,003","0,071","6,784","12,799","1,859907073","98,998","1,80",1
16268,"0,00","0,000","0,010","0,62","0,003","1,91","15,79","0,100","0,280","9,306","351,237","1,15","309,255","3,97",2
16269,"0,00","0,000","0,003","0,01","0,001","2,69","13,18","0,004","0,021","6,573","29,632","0,2270955806","133,173","3,23",1
16270,"0,00","0,000","0,004","0,02","0,002","1,10","14,58","0,005","0,155","8,470","2,988","1,26","155,315","3,29",1
16271,"0,00","0,000","0,004","0,05","0,003","1,99","11,96","0,006","0,029","6,771","20,658","0,75","116,529","1,03",1
16272,"0,00","0,000","0,030","0,88","0,001","1,06","11,82","0,080","0,220","7,604","389,889","0,56","389,273","4,88",2
16273,"0,00","0,000","0,002","0,04","0,000","0,06","7,35","0,006","0,068","7,787","38,266","0,08","55,838","2,24",1
16274,"0,59","0,590","0,360","0,07","0,120","1,91","19,04","0,060","0,010","9,460","312,355","0,09","337,973","2,94",2
16275,"0,22","0,220","0,040","0,02","0,009","1,12","17,89","0,090","0,020","6,887","381,931","0,48","442,531","3,70",2
16276,"0,00","0,000","0,005","0,04","0,002","0,46","3,24","0,007","0,133","8,488","23,889","0,5291414974","265,072","0,67",1
16277,"0,00","0,000","0,004","0,05","0,001","0,81","2,19","0,001","0,135","7,463","33,871","0,02","103,461","1,02",1
16278,"0,96","0,960","0,030","0,20","0,002","1,64","11,57","0,030","0,070","8,241","357,227","1,06","547,325","4,03",2
16279,"0,00","0,000","0,008","0,02","0,003","0,52","44,39","0,006","0,056","7,797","34,160","1,223655801","53,339","3,03",1
16280,"0,00","0,000","0,003","0,03","0,002","0,62","10,56","0,009","0,023","6,819","34,995",0,"87,067","2,67",1
16281,"0,00","0,000","0,730","0,53","0,060","1,60","10,92","0,060","1,500","7,473","393,555","0,07","491,724","3,75",2
16282,"0,00","0,000","0,009","0,04","0,002","2,31","0,33","0,005","0,190","7,031","24,698","0,1409901494","71,806","3,27",1
16283,"0,00","0,000","0,040","0,03","0,100","0,65","8,93","0,020","0,030","7,349","350,584","0,01","291,148","2,28",2
16284,"0,35","0,350","0,180","0,58","0,030","2,20","15,32","0,030","4,440","5,058","343,494","0,24","407,643","4,98",2
16285,"0,00","0,000","0,020","0,38","0,006","1,21","10,27","0,040","1,320","5,924","329,581","1,5","381,059","4,44",2
16286,"0,00","0,000","0,010","0,76","0,007","1,76","4,15","0,010","1,160","7,377","341,302","1,82","647,350","3,55",2
16287,"0,00","0,000","0,007","0,02","0,002","0,42","4,51","0,008","0,181","6,606","29,274","0,2169176113","108,783","3,46",1
16288,"0,52","0,520","0,650","0,17","0,130","2,09","8,08","0,080","0,030","7,473","332,196","0,03","327,380","4,79",2
16289,"0,00","0,000","0,007","0,04","0,000","2,57","23,28","0,006","0,014","7,932","6,480","1,526642801","125,017","1,65",1
16290,"0,39","0,390","0,010","0,03","0,050","1,71","17,71","0,040","0,090","5,878","343,080","1,52","379,492","4,94",2
16291,"0,00","0,000","0,005","0,03","0,000","2,39","33,78","0,002","0,133","6,961","4,831","0,1826411647","229,004","2,58",1
16292,"0,12","0,120","0,020","0,09","0,080","1,62","17,78","0,020","0,000","8,617","287,707","0,62","460,812","4,35",2
16293,"0,38","0,380","0,750","0,11","0,060","1,33","11,90","0,070","0,050","8,546","380,946","0,09","361,948","4,25",2
16294,"0,85","0,850","0,030","0,19","0,007","1,20","10,61","0,090","0,100","4,328","259,122","0,28","379,138","2,45",2
16295,"0,34","0,340","0,070","0,03","0,090","2,10","1,40","0,050","0,070","6,492","341,886","0,08","496,906","3,64",2
16296,"0,00","0,000","0,005","0,02","0,003","2,66","18,45","0,007","0,070","7,675","26,842","1,936311312","158,562","0,30",1
16297,"0,99","0,990","0,070","0,09","0,030","0,56","8,06","0,100","0,010","7,382","366,132","1,82","354,765","3,59",2
16298,"0,37","0,370","0,070","0,08","0,070","0,43","0,27","0,080","0,080","8,830","358,725","1,05","330,550","2,34",2
16299,"0,99","0,990","0,020","0,05","0,000","1,17","16,95","0,070","0,040","9,919","327,261","1,69","395,236","4,83",2
16300,"0,57","0,570","0,050","0,70","0,001","1,43","5,51","0,060","0,260","0,976","301,849","0,3","500,637","3,23",2
16301,"0,36","0,360","0,050","0,05","0,100","0,65","3,16","0,100","0,040","9,229","214,461","1,85","277,970","3,79",2
16302,"0,82","0,820","0,180","0,66","0,120","1,76","3,22","0,030","0,170","9,664","349,530","0,06","403,754","3,06",2
16303,"0,00","0,000","0,008","0,04","0,000","0,52","14,71","0,007","0,034","8,396","25,861","0,8129641151","178,551","0,32",1
16304,"0,00","0,000","0,004","0,03","0,001","1,46","7,63","0,007","0,125","6,885","15,565","1,13","201,189","4,32",1
16305,"0,00","0,000","0,002","0,04","0,001","1,87","19,19","0,008","0,197","6,855","29,455","1,568913937","107,173","3,10",1
16306,"0,00","0,000","0,007","0,03","0,003","1,52","6,26","0,005","0,148","8,290","2,289","1,519501446","159,386","1,90",1
16307,"0,00","0,000","0,007","0,02","0,001","2,18","8,80","0,002","0,084","8,320","32,240",0,"157,343","3,03",1
16308,"0,00","0,000","0,010","0,01","0,002","1,32","8,61","0,003","0,017","7,319","6,206","0,3","143,450","1,92",1
16309,"0,00","0,000","0,009","0,02","0,003","0,15","17,83","0,007","0,045","8,403","18,115","0,4504387778","285,382","3,79",1
16310,"0,00","0,000","0,005","0,04","0,000","0,50","10,56","0,004","0,100","8,410","3,050","1,43","218,678","4,20",1
16311,"0,00","0,000","0,009","0,05","0,001","2,46","45,19","0,007","0,035","6,556","10,537","1,04084373","104,715","0,34",1
16312,"0,00","0,000","0,005","0,03","0,000","0,00","7,95","0,005","0,178","6,823","38,337","1,89","92,024","1,69",1
16313,"0,89","0,890","0,810","0,08","0,040","1,97","3,16","0,010","0,050","6,615","326,335","0,06","563,805","3,61",2
16314,"0,04","0,040","0,005","0,02","0,002","0,67","1,23","0,007","0,078","8,044","22,122",0,"210,901","3,33",1
16315,"0,00","0,000","0,010","0,88","0,005","1,78","8,80","0,090","0,290","10,581","348,715","0,4","354,791","3,57",2
16316,"0,03","0,030","0,090","0,07","0,050","0,13","0,92","0,060","0,060","8,592","363,692","0,36","483,334","2,82",2
16317,"0,00","0,000","0,010","0,05","0,003","1,71","39,23","0,003","0,009","7,609","28,813","0,1717739346","215,817","2,03",1
16318,"0,00","0,000","0,003","0,03","0,003","2,43","9,44","0,007","0,026","6,515","27,261","1,981682107","142,982","4,45",1
16319,"0,00","0,000","0,009","0,04","0,000","0,26","7,40","0,009","0,140","8,400","36,413","1,05","206,805","4,96",1
